Pet_Name,Breed,Pet_Type,Age_Years,Weight_kg,Temperature_C,Heartbeat_BPM,Health_Status,Current_Behavior,Recommendation
Bella,Bengal,Cat,8.0,25.3,38.6,136.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Domestic Shorthair,Cat,9.0,6.2,38.64,136.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Domestic Shorthair,Cat,6.0,8.2,38.58,124.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Labrador Retriever,Dog,2.0,29.7,38.63,76.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Maine Coon,Cat,6.0,24.9,38.44,118.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,German Shepherd,Dog,7.0,27.6,38.47,106.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Sphynx,Cat,7.0,4.6,39.925,179.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Labrador Retriever,Dog,2.0,33.0,38.5,92.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Siamese,Cat,4.0,3.8,38.61,134.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Domestic Shorthair,Cat,8.0,6.9,39.44,157.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Charlie,Bengal,Cat,1.0,16.8,38.49,128.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Persian,Cat,2.0,5.3,38.42,140.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Siamese,Cat,8.0,6.9,37.82,156.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Ruby,Labrador Retriever,Dog,2.0,26.2,38.39,87.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Maine Coon,Cat,7.0,16.2,38.59,128.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Poodle,Dog,7.0,17.5,38.6,106.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Bengal,Cat,3.0,16.3,38.87,128.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Golden Retriever,Dog,16.0,31.1,39.925,138.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Tiger,German Shepherd,Dog,13.0,21.4,38.28,101.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Labrador Retriever,Dog,1.0,31.3,38.78,91.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Maine Coon,Cat,10.0,38.9,38.2,118.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Persian,Cat,8.0,8.1,38.31,137.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Labrador Retriever,Dog,12.0,18.5,38.63,96.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Beagle,Dog,6.0,6.1,37.6,152.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Molly,Chihuahua,Dog,16.0,6.2,39.925,184.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Cooper,Golden Retriever,Dog,11.0,18.0,38.71,78.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Bulldog,Dog,6.0,14.5,38.73,102.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Beagle,Dog,2.0,10.6,38.68,117.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Bengal,Cat,2.0,11.1,38.6,135.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Poodle,Dog,6.0,10.2,38.79,92.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Labrador Retriever,Dog,1.0,30.9,38.46,95.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Maine Coon,Cat,14.0,27.7,38.59,107.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Coco,German Shepherd,Dog,2.0,42.7,37.63,138.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Leo,Domestic Shorthair,Cat,2.0,2.4,38.73,136.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Ragdoll,Cat,5.0,26.4,37.56500000000001,189.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Cooper,Sphynx,Cat,9.0,6.9,38.66,138.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Sphynx,Cat,15.0,2.5,37.58,166.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Charlie,Bulldog,Dog,4.0,19.2,38.78,83.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,German Shepherd,Dog,11.0,33.4,38.47,108.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Bengal,Cat,8.0,21.6,38.72,145.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Bulldog,Dog,8.0,8.8,38.83,88.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Ragdoll,Cat,6.0,39.1,38.56,102.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Ragdoll,Cat,16.0,32.3,38.33,109.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Rocky,Poodle,Dog,9.0,19.1,38.65,96.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Persian,Cat,3.0,4.0,39.57,176.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Toby,Siamese,Cat,8.0,4.4,39.925,192.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Max,Bulldog,Dog,6.0,25.7,39.925,149.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Lucy,Maine Coon,Cat,2.0,20.0,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Oscar,Poodle,Dog,13.0,20.6,38.77,118.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Simba,Persian,Cat,3.0,5.8,39.925,182.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Leo,Beagle,Dog,7.0,7.1,39.925,122.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Toby,Siamese,Cat,14.0,5.0,38.76,113.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Luna,Golden Retriever,Dog,11.0,27.7,38.65,89.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Bulldog,Dog,4.0,13.2,38.86,111.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Sphynx,Cat,2.0,5.5,39.23,133.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Labrador Retriever,Dog,14.0,47.0,38.45,75.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,Poodle,Dog,11.0,19.1,38.67,106.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Beagle,Dog,16.0,2.1,38.76,116.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Tiger,Bulldog,Dog,14.0,8.3,38.57,70.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Simba,Domestic Shorthair,Cat,3.0,6.2,38.46,133.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Beagle,Dog,5.0,5.7,38.8,109.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Golden Retriever,Dog,9.0,32.7,38.51,97.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,German Shepherd,Dog,8.0,21.6,38.81,76.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Bengal,Cat,7.0,13.7,37.65,164.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Toby,Golden Retriever,Dog,5.0,24.3,38.51,88.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Bengal,Cat,5.0,6.6,38.06,175.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Toby,Bulldog,Dog,5.0,14.8,39.2,102.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Domestic Shorthair,Cat,15.0,7.9,39.925,174.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Rocky,Maine Coon,Cat,8.0,29.3,38.41,103.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Chihuahua,Dog,7.0,3.8,37.99,182.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Persian,Cat,7.0,5.7,38.17,125.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Poodle,Dog,2.0,19.9,37.85,165.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Persian,Cat,7.0,4.7,39.53,151.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Max,Bengal,Cat,2.0,20.8,38.85,127.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Bulldog,Dog,6.0,20.1,38.94,100.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Domestic Shorthair,Cat,16.0,6.8,37.64,150.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Leo,German Shepherd,Dog,1.0,10.9,38.43,97.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Chihuahua,Dog,17.0,4.8,38.1,189.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Cooper,Beagle,Dog,4.0,4.5,39.925,160.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Charlie,German Shepherd,Dog,12.0,38.7,39.92,120.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Persian,Cat,6.0,7.6,37.56500000000001,162.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Toby,Ragdoll,Cat,7.0,32.9,39.77,138.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Bella,Ragdoll,Cat,14.0,30.8,37.82,126.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Buddy,German Shepherd,Dog,4.0,27.3,38.33,72.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Domestic Shorthair,Cat,9.0,6.7,38.61,121.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Bengal,Cat,2.0,17.1,38.66,124.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Sphynx,Cat,14.0,7.6,38.33,163.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Ruby,Maine Coon,Cat,14.0,40.6,38.19,120.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Bulldog,Dog,9.0,25.6,39.925,151.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Max,German Shepherd,Dog,11.0,25.8,38.82,101.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,German Shepherd,Dog,6.0,17.2,38.54,71.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Persian,Cat,6.0,6.0,38.75,140.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Ragdoll,Cat,16.0,23.7,38.7,125.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Molly,Sphynx,Cat,12.0,6.8,39.37,141.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Persian,Cat,15.0,5.8,38.23,132.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Simba,Maine Coon,Cat,6.0,32.4,37.66,138.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Milo,Ragdoll,Cat,13.0,32.2,38.42,116.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Persian,Cat,17.0,4.0,38.42,123.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Leo,Golden Retriever,Dog,2.0,48.4,38.52,72.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Bulldog,Dog,4.0,6.8,38.95,86.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Sphynx,Cat,8.0,6.7,38.54,178.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Molly,Maine Coon,Cat,9.0,24.4,37.56500000000001,163.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Daisy,Sphynx,Cat,7.0,4.3,38.94,153.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Domestic Shorthair,Cat,3.0,5.0,38.28,143.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Golden Retriever,Dog,3.0,34.6,38.67,91.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,German Shepherd,Dog,11.0,29.7,37.56500000000001,142.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Lucy,Persian,Cat,8.0,5.7,38.45,131.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Sphynx,Cat,17.0,5.9,39.925,190.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Molly,Poodle,Dog,1.0,12.2,38.42,100.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Beagle,Dog,14.0,6.9,38.99,100.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Buddy,Domestic Shorthair,Cat,6.0,3.6,38.55,115.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Beagle,Dog,5.0,5.0,39.13,121.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Ragdoll,Cat,6.0,30.8,38.56,120.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Domestic Shorthair,Cat,5.0,5.1,38.16,164.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Milo,Beagle,Dog,1.0,1.2,38.82,110.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,German Shepherd,Dog,9.0,29.3,38.6,110.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Chihuahua,Dog,5.0,4.3,37.56500000000001,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Rocky,Chihuahua,Dog,6.0,6.6,38.62,122.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Persian,Cat,4.0,4.9,38.72,113.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Sphynx,Cat,17.0,4.5,38.91,116.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Rocky,Labrador Retriever,Dog,1.0,43.5,38.31,89.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Poodle,Dog,17.0,10.0,38.65,105.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Luna,Sphynx,Cat,2.0,9.5,39.34,140.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Domestic Shorthair,Cat,3.0,8.0,37.56500000000001,156.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Coco,Siamese,Cat,11.0,5.1,38.75,139.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Bulldog,Dog,6.0,7.2,38.82,102.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Persian,Cat,8.0,2.4,38.52,128.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Persian,Cat,9.0,4.5,39.22,187.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Ragdoll,Cat,2.0,38.3,38.6,121.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Persian,Cat,14.0,5.2,38.24,124.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Lucy,Beagle,Dog,13.0,3.0,39.02,120.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Zoe,Beagle,Dog,3.0,3.5,39.1,103.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Maine Coon,Cat,14.0,18.5,38.32,122.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Simba,Ragdoll,Cat,8.0,17.8,37.56500000000001,153.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Ruby,Maine Coon,Cat,3.0,28.6,38.4,113.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Poodle,Dog,15.0,20.1,37.74,154.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Leo,Labrador Retriever,Dog,15.0,24.4,38.45,87.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Molly,Bulldog,Dog,12.0,23.8,39.9,149.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,Chihuahua,Dog,4.0,2.5,39.925,183.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Golden Retriever,Dog,3.0,10.5,38.45,78.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Ragdoll,Cat,2.0,33.9,38.52,109.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Bulldog,Dog,15.0,17.9,37.56500000000001,141.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Oscar,Bengal,Cat,7.0,19.9,38.48,109.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Chihuahua,Dog,15.0,4.5,38.73,112.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Bengal,Cat,15.0,12.6,38.53,135.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Buddy,Labrador Retriever,Dog,10.0,25.2,38.85,97.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Labrador Retriever,Dog,12.0,37.1,38.44,81.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Beagle,Dog,7.0,7.0,37.95,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Tiger,Bengal,Cat,17.0,10.1,38.74,119.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Luna,Golden Retriever,Dog,1.0,25.2,38.5,101.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Golden Retriever,Dog,6.0,21.8,38.33,97.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Domestic Shorthair,Cat,3.0,3.0,38.73,156.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Ragdoll,Cat,4.0,38.7,38.86,112.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Chihuahua,Dog,9.0,3.4,39.01,119.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Labrador Retriever,Dog,8.0,38.4,38.71,91.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Persian,Cat,10.0,1.0,38.26,129.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Persian,Cat,4.0,1.5,38.21,122.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Sphynx,Cat,9.0,9.7,39.32,157.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Bengal,Cat,15.0,11.0,38.86,114.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Luna,Chihuahua,Dog,11.0,5.2,38.76,140.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Beagle,Dog,9.0,1.1,38.76,115.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Persian,Cat,1.0,3.1,38.23,129.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Ragdoll,Cat,14.0,26.0,37.56500000000001,160.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Charlie,Labrador Retriever,Dog,9.0,15.6,38.24,91.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Persian,Cat,17.0,7.7,39.58,148.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Bella,Persian,Cat,2.0,5.5,38.51,137.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Chihuahua,Dog,3.0,5.6,38.66,149.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Persian,Cat,6.0,6.8,38.7,140.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Maine Coon,Cat,4.0,18.3,38.65,122.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Domestic Shorthair,Cat,4.0,3.6,37.83,149.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Simba,Chihuahua,Dog,1.0,2.7,38.83,130.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,German Shepherd,Dog,15.0,23.5,38.5,86.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Oscar,Bulldog,Dog,5.0,21.3,39.925,157.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Molly,Bulldog,Dog,6.0,14.3,39.01,81.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Bulldog,Dog,6.0,3.4,39.53,148.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,Bengal,Cat,7.0,14.6,39.925,156.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Bulldog,Dog,8.0,20.6,38.77,101.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Sphynx,Cat,4.0,3.1,39.925,161.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Daisy,Golden Retriever,Dog,17.0,35.1,37.85,112.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Milo,Bulldog,Dog,8.0,10.0,39.04,102.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Maine Coon,Cat,5.0,16.1,38.41,126.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Bulldog,Dog,12.0,23.3,39.925,162.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Molly,Sphynx,Cat,12.0,8.9,39.925,186.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Lucy,Domestic Shorthair,Cat,6.0,4.3,38.81,124.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Poodle,Dog,1.0,10.0,37.56500000000001,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Simba,Ragdoll,Cat,4.0,41.7,38.73,118.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Poodle,Dog,9.0,25.1,38.72,92.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Ragdoll,Cat,8.0,36.3,38.82,120.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Domestic Shorthair,Cat,6.0,4.3,38.55,104.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Domestic Shorthair,Cat,8.0,4.4,39.53,182.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Simba,Maine Coon,Cat,1.0,38.0,38.77,125.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Sphynx,Cat,6.0,7.2,39.05,152.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,German Shepherd,Dog,5.0,28.4,38.58,79.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Golden Retriever,Dog,15.0,33.9,38.54,70.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Toby,Persian,Cat,13.0,4.3,38.54,113.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Cooper,Ragdoll,Cat,6.0,33.3,39.925,150.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Daisy,Bengal,Cat,14.0,16.8,38.58,101.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Poodle,Dog,4.0,18.8,38.56,103.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Ragdoll,Cat,5.0,33.8,38.54,120.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Bulldog,Dog,16.0,7.4,38.93,95.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Leo,German Shepherd,Dog,9.0,38.3,38.49,83.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Bulldog,Dog,6.0,13.6,38.46,109.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Bulldog,Dog,4.0,17.5,38.61,108.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Siamese,Cat,5.0,4.9,38.46,137.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Persian,Cat,8.0,6.9,38.41,135.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Beagle,Dog,1.0,4.1,38.97,107.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Persian,Cat,4.0,4.0,39.925,181.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Lucy,Maine Coon,Cat,9.0,30.7,38.04,121.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Labrador Retriever,Dog,6.0,25.3,38.53,93.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Labrador Retriever,Dog,1.0,30.8,37.56500000000001,152.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Oscar,Bulldog,Dog,8.0,13.5,38.4,107.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Sphynx,Cat,15.0,6.0,39.925,156.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Simba,Maine Coon,Cat,7.0,30.3,38.34,123.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Sphynx,Cat,3.0,4.3,39.23,140.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Ragdoll,Cat,3.0,15.4,38.36,125.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,German Shepherd,Dog,2.0,20.5,38.55,108.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,German Shepherd,Dog,4.0,35.0,38.78,115.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Labrador Retriever,Dog,5.0,40.9,38.6,95.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Beagle,Dog,9.0,3.3,39.18,117.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Maine Coon,Cat,1.0,22.9,38.34,117.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Poodle,Dog,1.0,16.9,38.75,99.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,German Shepherd,Dog,1.0,30.5,38.71,87.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Beagle,Dog,17.0,4.7,39.06,112.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Coco,Golden Retriever,Dog,2.0,33.7,38.39,101.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Golden Retriever,Dog,10.0,36.1,38.53,103.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Labrador Retriever,Dog,7.0,22.5,38.4,82.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Poodle,Dog,7.0,19.8,37.85,170.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Charlie,German Shepherd,Dog,1.0,24.0,38.75,79.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Ragdoll,Cat,8.0,20.7,39.925,154.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Ruby,Maine Coon,Cat,2.0,31.1,37.84,147.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Simba,Beagle,Dog,1.0,5.1,38.84,129.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Beagle,Dog,15.0,5.6,39.925,139.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,German Shepherd,Dog,6.0,36.8,38.81,96.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Beagle,Dog,8.0,8.6,39.2,116.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Sphynx,Cat,14.0,5.7,37.82,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Luna,Maine Coon,Cat,7.0,27.2,38.22,118.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Domestic Shorthair,Cat,8.0,5.3,38.62,130.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Ragdoll,Cat,4.0,26.4,38.46,114.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Bulldog,Dog,8.0,10.0,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Luna,Sphynx,Cat,1.0,4.7,39.925,170.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
